A0A267FLT7_IPR045860_1_40-116	A0A267FLT7_IPR045860_1_40-116
A0A267FLT7_IPR045860_1_40-116	A0A1I8GI43_IPR045860_1_116-193
A0A3B5M3Y7_IPR045860_1_54-113	A0A3B5M3Y7_IPR045860_1_54-113
A0A3B5M3Y7_IPR045860_1_54-113	A0A3B5R573_IPR045860_1_54-113
A0A3B5M3Y7_IPR045860_1_54-113	A0A3B3XDD9_IPR045860_1_53-121
A0A3B5M3Y7_IPR045860_1_54-113	A0A096M1M4_IPR045860_1_108-178
A0A3B5M3Y7_IPR045860_1_54-113	A0A096M2V8_IPR045860_1_107-178
A0A3B5M3Y7_IPR045860_1_54-113	A0A9W7WCK6_IPR045860_1_107-178
A0A3B5M3Y7_IPR045860_1_54-113	A0A5A9PFQ9_IPR045860_1_96-170
A0A3B5M3Y7_IPR045860_1_54-113	A0A3B5R2K0_IPR016054_2_108-188
A0A3B5M3Y7_IPR045860_1_54-113	A0A3B5R0A1_IPR045860_1_76-154
A0A3B5M3Y7_IPR045860_1_54-113	A0A3B5LYA3_IPR045860_2_75-153
A0A3B5M3Y7_IPR045860_1_54-113	A0A3B5LYV9_IPR045860_1_82-158
A0A3B5M3Y7_IPR045860_1_54-113	A0A3B5M3Y0_IPR045860_2_95-169
A0A3B5M3Y7_IPR045860_1_54-113	A0A3B5PYL5_IPR045860_2_95-169
A0A3B5M3Y7_IPR045860_1_54-113	A0A3B3Y7I2_IPR045860_1_86-155
A0A3B5M3Y7_IPR045860_1_54-113	A0A672PPE0_IPR045860_1_106-159
A0A3B5M3Y7_IPR045860_1_54-113	A0A3B3U9X5_IPR045860_1_57-110
A0A3B5M3Y7_IPR045860_1_54-113	A0A3P9P7U9_IPR045860_2_107-178
A0A3B5M3Y7_IPR045860_1_54-113	A0A8C6VTY1_IPR016054_2_152-231
A0A3B5M3Y7_IPR045860_1_54-113	A0A9D2XBS6_IPR016054_1_113-192
A0A3B5M3Y7_IPR045860_1_54-113	A0A1A8AU05_IPR016054_1_113-192
A0A3B5M3Y7_IPR045860_1_54-113	A0A8C6P8I6_IPR016054_2_152-231
A0A3B5M3Y7_IPR045860_1_54-113	A0A8C6P8N7_IPR045860_2_170-246
A0A3B5M3Y7_IPR045860_1_54-113	A0A1A8IEW4_IPR016054_2_112-191
A0A3B5M3Y7_IPR045860_1_54-113	A0A3P9P7X2_IPR045860_1_61-126
A0A3B5M3Y7_IPR045860_1_54-113	A0A3B1J650_IPR045860_1_10-65
A0A3B5M3Y7_IPR045860_1_54-113	A0A6P6LHP9_IPR045860_1_19-82
A0A3B5M3Y7_IPR045860_1_54-113	A0A9R0AEE1_IPR045860_1_23-86
A0A3B5M3Y7_IPR045860_1_54-113	A0AAN9DF44_IPR045860_1_12-75
A0A3B5M3Y7_IPR045860_1_54-113	A0A9R0BA77_IPR035076_1_28-83
A0A3B5M3Y7_IPR045860_1_54-113	A0AAW1ZLX8_IPR045860_1_23-86
A0A3B5M3Y7_IPR045860_1_54-113	A0A6P6R032_IPR045860_1_23-86
A0A3B5M3Y7_IPR045860_1_54-113	A0A0R4IXU5_IPR045860_1_23-86
A0A3B5M3Y7_IPR045860_1_54-113	A0A8T2KZI0_IPR045860_1_12-75
A0A3B5M3Y7_IPR045860_1_54-113	A0A9J7ZBC7_IPR045860_1_23-86
A0A3B5M3Y7_IPR045860_1_54-113	A0A9D3NHX5_IPR045860_1_12-75
A0A3B5M3Y7_IPR045860_1_54-113	A0A8T0B5S3_IPR045860_1_91-151
A0A3B5M3Y7_IPR045860_1_54-113	A0A553PVV8_IPR045860_1_12-75
A0A3B5M3Y7_IPR045860_1_54-113	A0AA88SAP8_IPR045860_1_12-75
A0A3B5M3Y7_IPR045860_1_54-113	A0A7J6CAA8_IPR045860_1_23-86
A0A3B5M3Y7_IPR045860_1_54-113	A0AA88TFW6_IPR045860_1_12-75
A0A3B5M3Y7_IPR045860_1_54-113	A0A5N5M8E7_IPR045860_1_12-75
A0A3B5M3Y7_IPR045860_1_54-113	A0A5A9N8P0_IPR045860_1_12-75
A0A3B5M3Y7_IPR045860_1_54-113	A0A9W7TVS0_IPR045860_1_12-75
A0A3B5M3Y7_IPR045860_1_54-113	A0A553R9Y3_IPR045860_1_12-79
A0A3B5M3Y7_IPR045860_1_54-113	A0A7J6D9X3_IPR045860_1_12-75
A0A3B5M3Y7_IPR045860_1_54-113	A0AAN9DM49_IPR045860_1_12-75
A0A3B5M3Y7_IPR045860_1_54-113	A0A3N0XCQ7_IPR045860_1_12-75
A0A3B5M3Y7_IPR045860_1_54-113	A0ABD0X2L1_IPR045860_1_13-81
A0A3B5M3Y7_IPR045860_1_54-113	A0A6A5EX85_IPR045860_1_11-75
A0A3B5M3Y7_IPR045860_1_54-113	A0A5J5DKB2_IPR045860_1_11-75
A0A3B5M3Y7_IPR045860_1_54-113	A0A9Y4JP79_IPR045860_1_11-75
A0A3B5M3Y7_IPR045860_1_54-113	A0A8S4BWS2_IPR035076_1_21-78
A0A3B5M3Y7_IPR045860_1_54-113	A0A484DI85_IPR045860_1_11-75
